Aruba,ABW,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,83,134,233,324,317,151,99,77,55,96,,,,,23,,
Guyana,GUY,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,10379,10136,,6795,,6022,1991,,4379,,,8521,,,,,,,,,,,,,3550,3934,,,,,,,6944,,,,,6531,10630,9754,9207,9098,,,,
High income,HIC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,3563821,3568595,3420879,3533320,3365995,3077082,3008384,2897665,2857116,2134418,2147445,1965858,2166493,2298446,2274395,2050252,1812501,1696000,1641712,1593038,1662319,1877650,1997934,2002684,1847153,1785777,1882199,1217603,1115399,1091599,1054883,1206225,1266983,1380472,1263916,1070587,955148,871940,939374,1031495,1092270,1090246,1154722,1110125,,
"Hong Kong SAR, China",HKG,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,70352,69874,,38584,31797,28074,,26665,,,,,47550,,44832,,,,,,,55703,,,31942,20888,42452,15701,39136,15958,13648,16229,10431,11111,24762,25029,28456,
Heavily indebted poor countries (HIPC),HPC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,13192153,13332703,13525996,13417406,13305903,13220270,13242677,13290744,13149295,13150628,13674951,13864682,14308232,14739629,15065276,15794736,16235425,17036988,17838688,17834988,18577686,19173028,19390436,19346824,19925648,19471004,19876148,20214608,19995636,19369948,18355650,17543776,16765111,16032079,15234759,14710203,13463049,13659335,13955730,13491663,12991835,12623940,12418911,,
Croatia,HRV,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17911,8103,6448,4154,1948,620,,73,156,107,1407,7660,3748,1664,360,270,270,277,
Haiti,HTI,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,270910,255628,239484,261049,248446,242770,289237,,,,,,,,,,280430,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55009,33516,9417,9317,7903,6725,6378,9186,9736,8200,6465,6617,3932,2160,2322,3832,5781,7386,7737,8005,
IBRD only,IBD,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,47694376,49557780,49212472,44427628,43279148,41297212,41482156,44783036,51282060,52372092,51143164,48981528,47851472,46493340,44514296,40144388,35210176,32929416,30585012,28474688,28531044,28342892,28833972,28308696,28054056,29563214,29454470,,28468580,25158548,22757220,20933180,17876162,12591440,11222451,11868924,10932539,8638297,7242249,7296291,6689338,6559766,6561072,6845717,7131228,,
IDA & IBRD total,IBT,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,74455624,77296880,76424712,71164656,70256128,67786672,67752552,70827168,77538040,78259144,76412456,74282952,73516400,72744152,71456200,68300824,64720556,63546748,61324632,60339944,61388328,61149176,62057208,61852752,61893124,63798204,65078296,,63631640,60331648,56773408,54198796,49966120,43066800,40086904,39446240,37495080,33907676,32433896,31934170,31512640,30799980,30420808,30725082,30976412,,
IDA total,IDA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,26489460,26270396,26044132,26255982,25887050,25269292,25301422,25664926,26250812,26941902,28156434,29510380,30617332,30739620,31865256,32857288,32806284,33223236,33544054,33839072,34234992,35623824,35042444,35163060,35173104,34016188,33265616,32089956,30475360,28864452,27577314,26562540,25269378,25191648,24637880,24823300,24240212,23859736,23879364,23845184,,
IDA blend,IDB,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10767737,10446139,10118887,10118433,10231156,10048544,9503172,9280608,9340817,8834734,9435918,9082741,8864909,9057995,9196293,9574803,9571745,,
Indonesia,IDN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,3158622,3141955,,3562982,3162470,2910525,,2074248,,,1663321,,,,,,422500,,475971,674600,790333,933444,1084350,1045218,1090244,1147133,1150519,,,,585379,645553,766658,881489,1094703,934147,670689,677076,611359,380792,227611,556230,855416,1043640,1352002,
IDA only,IDX,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,19227636,20111612,19462200,18909726,19003656,18347612,17991734,18120160,18141162,17928626,17728364,18171086,18802592,19279854,19721126,20527940,21052080,21923220,21497408,22090160,22850850,22682752,23120144,23668834,23806684,23834956,24295320,24021252,24395322,24726964,23897302,23147182,21858800,20426816,19361280,18296708,17221724,16434644,15755729,15555139,15958392,15182218,14663441,14304561,14273439,,
Isle of Man,IMN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,18054748,,,,,,,,,,,,,,,,,,,17687004,,,,,,,,,,13416546,13016778,12829139,7354612,,,,2248144,1406158,1865020,1688497,1695210,1384677,931474,,,
Not classified,INX,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,7990,10805,10516,11775,10199,8282,6937,6224,8190,12068,17893,24207,28611,,,30638,28723,26117,24191,22688,23784,25296,25340,24383,22992,20723,,502,,,,,,,,,,,,25,2049,446,975,977,,
"Iran, Islamic Rep.",IRN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,742041,742991,725071,740819,706419,682306,476684,,283297,,,,,379640,,673018,661766,,304839,291839,169325,152479,,4670,,,,,,,,,
Iraq,IRQ,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,492099,507401,518651,527656,530236,490798,474668,455233,214638,139820,133483,,192602,,235600,230871,216709,193676,235883,,,,406961,,,481422,,,303671,328460,,,,268619,,,293087,,,,,,,,,
Iceland,ISL,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,,225,196,188,,,,,,488,499,393,256,165,100,153,171,162,203,,,
Israel,ISR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8128,7397,5077,6148,5915,6870,7223,8616,8016,8454,10036,8404,10016,7823,9801,10626,8636,
Italy,ITA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,18498,,,9222,,,,,,12870,,,,,,,,,,,28920,14562,,,3740,6083,7357,9399,9231,15018,16786,18501,19538,17910,15542,20569,14079,10705,13497,17561,
Jamaica,JAM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,10722,15398,13483,,5628,4379,5153,,2034,3717,4855,4200,3029,6767,651,2583,5409,,12867,,,,,,13045,10672,11066,11542,13353,10386,,,,,,,,,,,,
Jordan,JOR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,21661,,,,,,,,9030,12537,14318,19420,20633,16212,,,,,,,,,,,,,,4701,,,,,,,,6343,18679,,45000,52048,60532,52036,,,
Japan,JPN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,28538,54388,128434,58585,,,,,,,7691,32691,23671,,,,,,,,,,,,,,,,,,,,,,,,,,2036,1658,1849,1633,1617,,
Kazakhstan,KAZ,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30594,14560,8037,5269,4893,4513,9383,11955,5590,1711,,1449,1534,1699,1971,446,473
Kenya,KEN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958962,861725,829879,979252,664947,701839,663091,669455,379107,501527,483771,,,413319,,,,
Kyrgyz Republic,KGZ,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23170,,,16971,18490,17411,17527,17841,6336,11947,9895,11799,12886,13712,12635,12443,6074,4170,4892,5284,
Cambodia,KHM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245278,225540,195226,135251,,,44906,,,62688,60689,71168,,69514,43181,43991,,57357,34780,
Kiribati,KIR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,59,80,294,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,668,465,,,,,,,,,,,,,,,,,56,25,109,,311,556,216,455,367,475,526,568,593,
"Korea, Rep.",KOR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,109959,55818,79479,97039,93673,66033,85239,72548,27192,,,,,15310,27675,26684,,,,,,,,,,,,8051,87,73,5326,11020,,,,,2767,3279,18168,23315,20568,19126,52963,49498,19085,
Kuwait,KWT,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,19345,18889,18691,19424,19218,18163,15945,13662,16222,16254,15803,15089,12562,11019,10386,9808,13620,15647,,,,52012,,26282,,9062,7222,,337,587,40,,,,4062,,830,44,,508,338,556,776,799,,
Latin America & Caribbean (excluding high income),LAC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,3462769,3488564,3472724,3400521,3323020,3336436,3246472,3073083,2993622,2692728,2673675,2498850,2529290,2554529,2586747,2532535,2550381,2504021,2559268,2750162,2613692,2524760,2285836,2215964,2337476,2345746,2258994,2206232,1726108,1389500,1205031,1189195,1209827,1494868,1407711,1246013,1399649,1530834,1293113,1165773,1170803,1173448,1254001,1588698,1640718,,
Lao PDR,LAO,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137104,128254,121682,,120316,114921,106923,106628,106295,110122,107923,98554,93520,86585,79390,67992,56572,44900,27315,25910,26384,20224,20826,29391,
Lebanon,LBN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25833,,,,,,7632,13514,25268,33677,31157,28552,26159,22014,22357,30002,34523,48698,51555,
Liberia,LBR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122040,,,,,,,168727,,167352,183644,,194833,,,220411,227470,
Libya,LBY,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,60104,45339,,,,,,22514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,353,263,,,,,,,,475,,,,,,,,,,1389,1399,342,490,745,986,705,789,,,,,,,,,
Latin America & Caribbean,LCN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,3490278,3514430,3500801,3427359,3356889,3368485,3271295,3096244,3019508,2729730,2723951,2530598,2580021,2611398,2660067,2597739,2626011,2590150,2654293,2841140,2698691,2615498,2404010,2337330,2464361,2476191,2392230,2313243,1813490,1455043,1267631,1256447,1279515,1573514,1448196,1293012,1445958,1576944,1340258,1228925,1226388,1243486,1326326,1665257,1712949,,
Least developed countries: UN classification,LDC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,18160444,19027672,18344456,17774746,18083044,17400976,16989120,17068864,17003922,16960132,16737410,17177124,17841216,18275948,18603820,19359636,19774856,20584782,20073972,20643576,21293448,21136692,21551032,21998304,22099156,22034100,22447506,22201874,22570200,22881802,22168840,21423206,20033158,18865888,17718192,16717819,15602863,15299467,14550853,14331914,14891955,14312191,13842880,13561652,13568624,,
Low income,LIC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,11776001,11921455,11802041,11674606,11514317,11524246,11547424,11261353,11523607,11988442,12080576,12447794,12860519,13119202,13899422,14257317,14814892,15541629,15540200,16202731,16713389,16904796,16811784,17252656,16848240,17289652,17581872,17289242,16835276,15741857,14914323,14199175,13579867,12571559,12114502,11132294,11078184,11436989,11138167,10812609,10753527,10733757,,
Liechtenstein,LIE,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,
Sri Lanka,LKA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290,,21979,28356,32398,40517,61320,49606,50364,49055,39088,31010,,
Lower middle income,LMC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,39167732,40323260,40146272,39027160,40052984,39094040,39013976,38040192,39564256,39498816,38842200,37936548,36794472,36334816,36104736,36994532,37183028,38821824,38003780,37029076,38130792,38470040,38693052,37383244,36077524,36886848,36891832,37202192,37102020,35643064,33002994,31779604,31239158,24975512,22914400,21266380,19887514,17093954,16973206,16589739,15397692,14900912,14856461,15274508,15691923,,
Low & middle income,LMY,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,25926,,31390,32338,23406,,23395,22493,32364,31153,32330,34076,29835,32189,31871,29259,29443,26763,25268,27232,30385,27811,28131,33437,32968,36838,36764,,54110,62248,27285,27434,27661,28056,33402,35396,35537,40915,38388,36482,33169,30629,27745,30542,29694,30075,
Late-demographic dividend,LTE,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,11526382,7817037,6196205,6174949,6046356,5931586,5817702,6226258,7039601,7966468,8659650,,7126954,5212366,4534889,3993894,1820252,2055463,1796961,3322195,3682233,3115222,2560561,2389813,2421282,2403612,2369572,2681345,2547693,,
Lithuania,LTU,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328,2134,2062,2142,2031,3490,6797,6840,5179,2484,774,426,363,1059,654,77,66,68,
Luxembourg,LUX,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,1259,1394,1145,1280,1316,1276,1330,,,2824,1932,2095,2171,,2109,2479,1682,,,,,,,,,,,248,281,482,471,645,531,293,201,205,310,,669,762,696,686,673,,
Latvia,LVA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157,,,,,,,,,1681,655,456,527,592,586,1483,1787,
"Macao SAR, China",MAC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343,,2143,,,,,,,2815,2737,2960,2548,2200,2034,1913,1851,1783,1889,2065,2029,1746,1718,1503,997,524,
St. Martin (French part),MAF,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,897782,867438,845204,818680,797850,773073,743121,736973,712274,692867,716743,749006,782690,815210,855579,857248,1040255,1045517,1019307,971438,913530,857759,813146,786042,665727,554374,457022,361790,325591,320559,295498,262744,227349,198553,176172,97035,49730,38712,20094,20186,,
Monaco,MCO,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9634,6466,4693,3936,3396,6178,7900,8578,7914,7930,7228,7018,6807,6710,7270,7506,
Madagascar,MDG,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,208174,,,,,,,,,,,,,,,,,264889,263135,,,,,368240,404586,,,388737,382214,375192,376630,273476,,,,,,,,,,,,,
Maldives,MDV,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389,,1215,681,345,368,,,397,544,689,1799,903,,,,,,,870
Middle East & North Africa,MEA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,5834533,6019612,5656616,5616500,5644814,5343884,5124491,4998234,4917100,5182403,4838178,5012319,4866911,4851378,4767146,4807346,4758793,4711258,4667062,4789285,4397460,4343294,5041466,5035876,4654967,5013174,4488298,4509475,4418349,4279905,3998118,3421650,2914349,2590342,2300510,2230440,2131954,1855283,1739063,1601866,1331083,1289235,1209035,1383037,1505244,,
Mexico,MEX,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,948418,,,,,,,,,,,,,,,,,,,,,,,,,,296837,292380,90005,64375,76152,36241,79754,157377,252534,322467,347760,356807,309685,243397,182144,137703,141671,128037,,
Marshall Islands,MHL,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,822,
Middle income,MIC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,62742712,65383668,64645864,59285660,58232808,55867960,55953776,59186888,65886268,66590716,65028424,62673724,61451468,60583808,58910180,55356272,51498672,49519688,46928796,45351632,45648612,45398640,45596192,44894964,44715524,46678600,47685888,,45040756,42576008,39388816,37408276,34255408,27907708,25638068,25527228,24607146,21448452,20918268,20375402,19319244,18889850,18919184,19650932,19877984,,
"Macedonia, FYR",MKD,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759,3934,2102,1641,2298,3361,3669,4098,5119,5684,7584,6915,4546,,7575,7884,7221,5267,
Mali,MLI,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,374392,,,,,,,,,,,,,,,,,,,,,,,,,,,,533747,,,506461,522929,517836,504275,500772,491945,,445720,443264,440172,478514,,553371,614230,
Malta,MLT,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,3323,3571,3622,3242,2700,1903,1021,677,513,931,1270,1077,1632,1443,957,994,1213,1117,892,677,645,675,627,791,723,247,35,,,,,,,,,,,,,,118,221,36,34,28,
Myanmar,MMR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,804102,,726539,892712,,,,855101,,,,,,,,,,,,,,,,,,,,,,273100,242948,281512,236818,274962,276411,300358,143984,282993,332018,335948,,,,,,
Middle East & North Africa (excluding high income),MNA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,5421521,5588587,5215113,5160576,5170629,4853620,4617176,4473184,4367602,4597032,4231434,4375250,4209439,4177056,4083689,4116293,4071090,4018794,3968465,4080754,3677387,3594127,4286114,4295194,3933071,4321976,3831468,3889559,3841194,3727461,3470873,2921893,2436265,2133951,1865345,1814962,1723184,1478754,1396817,1307054,1145740,1115346,1085366,1271598,1396017,,
Montenegro,MNE,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,352,333,800,1004,,,1574,1060,,,1314,
Mongolia,MNG,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16426,13845,17340,12690,10843,7833,5549,6824,15098,7676,8791,2253,2541,2410,4198,3210,2787,3373,6149,5836,4107,
Northern Mariana Islands,MNP,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,518792,,,,,,425034,,457432,475276,395287,,395657,413520,549432,,606109,,630913,656018,682388,685952,672991,,,945641,910636,871926,824260,906229,,724710,644227,582855,493300,428663,400958,375818,426866,428213,408894,395391,366227,
Mauritania,MRT,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102625,94145,88690,,83087,85136,86978,82682,84337,79114,64157,68211,64090,63067,72718,77131,77449,76150,79230,74560,69010,55637,
Mauritius,MUS,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,16976,16424,15711,14637,14306,11905,13409,15287,14807,12074,7979,5781,3357,,841,,,,1331,3993,,3884,3424,2872,1710,1206,2389,4391,4240,4382,3237,3449,3000,2017,1892,1616,1638,1451,1362,1139,2725,1306,1201,1300,
Malawi,MWI,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47898,,,,,,,891,48564,,,,,,,,,
Malaysia,MYS,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,198621,197639,191192,,,,,,,,,,,,,,,,,,,,,,50585,,,,70853,83582,32597,46246,65240,52250,4758,,16851,24021,41064,19489,51382,44043,32561,16509,29446,24327,
North America,NAC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,741105,608659,444284,356817,278371,187876,211510,330260,485339,503316,389289,427086,356088,287868,260893,269282,239926,395630,474730,599258,500246,333369,260895,257354,350090,587529,651063,710809,891138,676854,,
Namibia,NAM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22211,22736,,20401,,,,,,15920,15403,13638,12715,10310,11022,15879,16447,22469,17613,20027,20685,21347,,18617,14935,,,
New Caledonia,NCL,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,360858,368629,,,,,,,,,,,,458837,,,505026,516571,523783,546444,,,,,617898,637052,649052,667999,666835,668029,665641,667391,693065,707913,724112,710098,694462,671522,633019,629700,657845,680251,686837,
Nigeria,NGA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990429,3794358,,,,3869481,3900796,3883429,4079958,4879980,4876912,4976430,,,,,,
Nicaragua,NIC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,92017,,93830,,,,,,,92752,,103729,105171,114183,99871,106183,103827,104468,113761,109783,103719,91222,90495,88607,95868,,,,62969,49447,33089,6130,,,,2435,3070,,,1043,,,,,,
Netherlands,NLD,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,42917,48093,52581,60266,64161,60957,59891,56508,50273,45747,44323,52369,59930,64056,64366,33702,21767,12112,8088,7895,11397,18810,20222,2873,,,,,6091,5778,,,8078,12900,13485,11708,,,,,,,,,6370,
